"order","family","genus","scientificName","specimens","lastcollected"
"Lamiales","Lamiaceae","Pycnanthemum","Pycnanthemum flexuosum",16,1946
"Lamiales","Oleaceae","Ligustrum","Ligustrum vulgare",16,2013
"Lamiales","Orobanchaceae","Aureolaria","Aureolaria virginica",16,2001
"Malpighiales","Euphorbiaceae","Chamaesyce","Chamaesyce polygonifolia",16,1995
"Malpighiales","Hypericaceae","Hypericum","Hypericum ascyron",16,1991
"Malpighiales","Salicaceae","Populus","Populus balsamifera",16,1988
"Ophioglossales","Ophioglossaceae","Botrychium","Botrychium oneidense",16,1994
"Piperales","Saururaceae","Saururus","Saururus cernuus",16,2000
"Poales","Cyperaceae","Carex","Carex siccata",16,2004
"Poales","Cyperaceae","Eriophorum","Eriophorum gracile",16,1996
"Poales","Juncaceae","Juncus","Juncus brachycephalus",16,1937
"Poales","Juncaceae","Luzula","Luzula acuminata",16,2002
"Poales","Poaceae","Muhlenbergia","Muhlenbergia schreberi",16,1981
"Poales","Poaceae","Phragmites","Phragmites communis",16,1990
"Poales","Poaceae","Tridens","Tridens flavus",16,2007
"Ranunculales","Ranunculaceae","Anemone","Anemone cylindrica",16,1998
"Ranunculales","Ranunculaceae","Ranunculus","Ranunculus delphinifolius",16,1937
"Rosales","Rosaceae","Crataegus","Crataegus rotundifolia",16,1932
"Sapindales","Anacardiaceae","Rhus","Rhus aromatica",16,2006
"Saxifragales","Saxifragaceae","Saxifraga","Saxifraga virginiensis",16,2010
"Solanales","Solanaceae","Datura","Datura stramonium",16,2003
"","Dicranaceae","Dicranella","Dicranella heteromalla",15,2001
"Alismatales","Potamogetonaceae","Potamogeton","Potamogeton angustifolius",15,1939
"Asparagales","Orchidaceae","Platanthera","Platanthera grandiflora",15,1937
"Asterales","Asteraceae","Bidens","Bidens comosa",15,2000
"Asterales","Asteraceae","Eupatorium","Eupatorium verbenifolium",15,1946
"Asterales","Asteraceae","Polymnia","Polymnia canadensis",15,1985
"Brassicales","Brassicaceae","Brassica","Brassica rapa",15,2005
"Brassicales","Brassicaceae","Cakile","Cakile edentula",15,1992
"Brassicales","Brassicaceae","Cardamine","Cardamine douglassii",15,2000
"Caryophyllales","Amaranthaceae","Amaranthus","Amaranthus albus",15,1999
"Caryophyllales","Amaranthaceae","Chenopodium","Chenopodium botrys",15,2005
"Caryophyllales","Caryophyllaceae","Silene","Silene armeria",15,2000
"Caryophyllales","Caryophyllaceae","Silene","Silene latifolia",15,2011
"Caryophyllales","Phytolaccaceae","Phytolacca","Phytolacca decandra",15,1976
"Caryophyllales","Polygonaceae","Polygonum","Polygonum hydropiperoides",15,2006
"Caryophyllales","Polygonaceae","Polygonum","Polygonum prolificum",15,2000
"Cornales","Cornaceae","Cornus","Cornus circinata",15,1927
"Cupressales","Taxaceae","Taxus","Taxus cuspidata",15,2004
"Fabales","Fabaceae","Medicago","Medicago lupulina",15,1998
"Fabales","Fabaceae","Robinia","Robinia viscosa",15,1999
"Fabales","Fabaceae","Vicia","Vicia villosa",15,1941
"Fabales","Polygalaceae","Polygala","Polygala viridescens",15,2003
"Isoetales","Isoetaceae","Isoetes","Isoetes riparia",15,2006
"Lamiales","Lamiaceae","Thymus","Thymus serpyllum",15,1958
"Lycopodiales","Lycopodiaceae","Lycopodiella","Lycopodiella alopecuroides",15,1998
"Malpighiales","Elatinaceae","Elatine","Elatine americana",15,2004
"Malpighiales","Violaceae","Viola","Viola nephrophylla",15,2000
"Malvales","Cistaceae","Helianthemum","Helianthemum propinquum",15,2010
"Malvales","Malvaceae","Althaea","Althaea officinalis",15,1992
"Pinales","Pinaceae","Abies","Abies balsamea",15,2006
"Piperales","Aristolochiaceae","Aristolochia","Aristolochia serpentaria",15,1998
"Poales","Cyperaceae","Carex","Carex convoluta",15,1990
"Poales","Cyperaceae","Carex","Carex novae-angliae",15,2005
"Poales","Cyperaceae","Carex","Carex pseudocyperus",15,2008
"Poales","Cyperaceae","Carex","Carex pubescens",15,1937
"Poales","Cyperaceae","Carex","Carex silicea",15,1995
"Poales","Cyperaceae","Cyperus","Cyperus filicinus",15,1997
"Poales","Cyperaceae","Scirpus","Scirpus lineatus",15,1984
"Poales","Cyperaceae","Scirpus","Scirpus pendulus",15,2002
"Poales","Eriocaulaceae","Eriocaulon","Eriocaulon parkeri",15,2008
"Poales","Poaceae","Eragrostis","Eragrostis cilianensis",15,1998
"Poales","Poaceae","Phalaris","Phalaris canariensis",15,1959
"Poales","Xyridaceae","Xyris","Xyris torta",15,1997
"Polypodiales","Dryopteridaceae","Diplazium","Diplazium pycnocarpon",15,1993
"Ranunculales","Ranunculaceae","Anemone","Anemone nemorosa",15,1896
"Ranunculales","Ranunculaceae","Ranunculus","Ranunculus sceleratus",15,2008
"Rosales","Cannabaceae","Cannabis","Cannabis sativa",15,1999
"Rosales","Rosaceae","Malus","Malus malus",15,2012
"Rosales","Rosaceae","Rubus","Rubus multiformis",15,1938
"Rosales","Rosaceae","Rubus","Rubus pubescens",15,2014
"Sapindales","Rutaceae","Ptelea","Ptelea trifoliata",15,1997
"Saxifragales","Grossulariaceae","Ribes","Ribes floridum",15,1931
"","Buddlejaceae","Buddleja","Buddleja davidii",14,2006
"","Thuidiaceae","Anomodon","Anomodon attenuatus",14,2001
"Alismatales","Potamogetonaceae","Potamogeton","Potamogeton heterophyllus",14,1932
"Alismatales","Scheuchzeriaceae","Scheuchzeria","Scheuchzeria palustris",14,1995
"Asparagales","Orchidaceae","Platanthera","Platanthera lacera",14,1998
"Asterales","Asteraceae","Coreopsis","Coreopsis tinctoria",14,1992
"Asterales","Asteraceae","Helianthus","Helianthus annuus",14,2003
"Asterales","Asteraceae","Helianthus","Helianthus laetiflorus",14,1990
"Asterales","Asteraceae","Krigia","Krigia biflora",14,1997
"Caryophyllales","Amaranthaceae","Chenopodium","Chenopodium leptophyllum",14,1942
"Caryophyllales","Amaranthaceae","Kochia","Kochia scoparia",14,2001
"Caryophyllales","Caryophyllaceae","Moehringia","Moehringia macrophylla",14,1989
"Commelinales","Commelinaceae","Tradescantia","Tradescantia virginiana",14,1994
"Ericales","Ericaceae","Moneses","Moneses uniflora",14,1993
"Ericales","Ericaceae","Orthilia","Orthilia secunda",14,1968
"Fabales","Fabaceae","Apios","Apios tuberosa",14,1948
"Fabales","Fabaceae","Desmodium","Desmodium rigidum",14,1957
"Fabales","Fabaceae","Galega","Galega officinalis",14,1942
"Fagales","Fagaceae","Quercus","Quercus montana",14,1995
"Gentianales","Apocynaceae","Asclepias","Asclepias phytolaccoides",14,1940
"Gentianales","Apocynaceae","Cynanchum","Cynanchum rossicum",14,2006
"Gentianales","Rubiaceae","Galium","Galium claytonii",14,1948
"Lamiales","Lamiaceae","Collinsonia","Collinsonia canadensis",14,1998
"Lamiales","Plantaginaceae","Gratiola","Gratiola neglecta",14,2011
"Lamiales","Plantaginaceae","Plantago","Plantago arenaria",14,1936
"Lamiales","Scrophulariaceae","Veronica","Veronica longifolia",14,1978
"Malpighiales","Euphorbiaceae","Acalypha","Acalypha rhomboidea",14,1998
"Malpighiales","Euphorbiaceae","Euphorbia","Euphorbia hirsuta",14,1936
"Malpighiales","Hypericaceae","Hypericum","Hypericum majus",14,2002
"Malpighiales","Violaceae","Viola","Viola pectinata",14,1983
"Malvales","Cistaceae","Helianthemum","Helianthemum bicknellii",14,1994
"Malvales","Cistaceae","Lechea","Lechea leggettii",14,1992
"Malvales","Cistaceae","Lechea","Lechea maritima",14,1993
"Malvales","Malvaceae","Malva","Malva alcea",14,1946
"Myrtales","Onagraceae","Epilobium","Epilobium adenocaulon",14,1940
"Poales","Cyperaceae","Carex","Carex echinata",14,1987
"Poales","Cyperaceae","Carex","Carex howei",14,1995
"Poales","Cyperaceae","Carex","Carex muhlenbergii",14,1998
"Poales","Cyperaceae","Carex","Carex scirpoides",14,1936
"Poales","Cyperaceae","Carex","Carex triceps",14,1940
"Poales","Cyperaceae","Eleocharis","Eleocharis rostellata",14,1994
"Poales","Cyperaceae","Scirpus","Scirpus rubrotinctus",14,1987
"Poales","Juncaceae","Juncus","Juncus dudleyi",14,1998
"Poales","Poaceae","Echinochloa","Echinochloa muricata",14,1998
"Poales","Poaceae","Festuca","Festuca capillata",14,1958
"Poales","Poaceae","Glyceria","Glyceria borealis",14,2003
"Poales","Poaceae","Panicum","Panicum miliaceum",14,2001
"Poales","Poaceae","Panicum","Panicum rigidulum",14,2003
"Poales","Poaceae","Sporobolus","Sporobolus neglectus",14,2002
"Poales","Typhaceae","Sparganium","Sparganium androcladum",14,2003
"Poales","Typhaceae","Sparganium","Sparganium chlorocarpum",14,1997
"Ranunculales","Ranunculaceae","Anemone","Anemone acutiloba",14,2007
"Ranunculales","Ranunculaceae","Trollius","Trollius laxus",14,1984
"Rosales","Rosaceae","Geum","Geum strictum",14,1938
"Rosales","Rosaceae","Sorbus","Sorbus americana",14,1995
"Rosales","Rosaceae","Spiraea","Spiraea japonica",14,2003
"Saxifragales","Crassulaceae","Sedum","Sedum acre",14,2009
"Solanales","Solanaceae","Datura","Datura tatula",14,1932
"","Bartramiaceae","Bartramia","Bartramia pomiformis",13,2002
"","Hyacinthaceae","Ornithogalum","Ornithogalum umbellatum",13,2011
"Alismatales","Hydrocharitaceae","Hydrilla","Hydrilla verticillata",13,2007
"Alismatales","Potamogetonaceae","Potamogeton","Potamogeton pectinatus",13,1997
"Apiales","Apiaceae","Sanicula","Sanicula trifoliata",13,1998
"Asparagales","Iridaceae","Sisyrinchium","Sisyrinchium montanum",13,2000
"Asparagales","Orchidaceae","Corallorhiza","Corallorhiza multiflora",13,1928
"Asterales","Asteraceae","Aster","Aster infirmus",13,1957
"Asterales","Asteraceae","Aster","Aster lowrieanus",13,1953
"Asterales","Asteraceae","Boltonia","Boltonia asteroides",13,1947
"Asterales","Asteraceae","Eupatorium","Eupatorium pubescens",13,1944
"Asterales","Asteraceae","Gaillardia","Gaillardia pulchella",13,1993
"Asterales","Asteraceae","Hieracium","Hieracium marianum",13,2002
"Asterales","Asteraceae","Hieracium","Hieracium vulgatum",13,1945
"Asterales","Asteraceae","Pseudognaphalium","Pseudognaphalium obtusifolium",13,2010
"Asterales","Asteraceae","Solidago","Solidago latifolia",13,1941
"Asterales","Asteraceae","Sonchus","Sonchus oleraceus",13,1982
"Brassicales","Brassicaceae","Arabis","Arabis viridis",13,1937
"Brassicales","Brassicaceae","Brassica","Brassica nigra",13,2011
"Caryophyllales","Amaranthaceae","Atriplex","Atriplex glabriuscula",13,2011
"Cupressales","Cupressaceae","Chamaecyparis","Chamaecyparis pisifera",13,1980
"Ericales","Ericaceae","Rhododendron","Rhododendron groenlandicum",13,2011
"Ericales","Ericaceae","Rhododendron","Rhododendron periclymenoides",13,2011
"Ericales","Myrsinaceae","Lysimachia","Lysimachia producta",13,1941
"Ericales","Polemoniaceae","Phlox","Phlox subulata",13,2006
"Fabales","Fabaceae","Amphicarpaea","Amphicarpaea monoica",13,1928
"Fabales","Fabaceae","Lathyrus","Lathyrus japonicus",13,1984
"Fabales","Fabaceae","Trifolium","Trifolium hybridum",13,1988
"Fabales","Fabaceae","Trifolium","Trifolium procumbens",13,1976
"Fabales","Polygalaceae","Polygala","Polygala senega",13,1992
"Fucales","Fucaceae","Fucus","Fucus vesiculosus",13,2008
"Gentianales","Gentianaceae","Bartonia","Bartonia paniculata",13,1998
"Gentianales","Gentianaceae","Gentiana","Gentiana clausa",13,2011
"Gentianales","Rubiaceae","Galium","Galium erectum",13,1941
"Gentianales","Rubiaceae","Houstonia","Houstonia longifolia",13,2002
"Lamiales","Lamiaceae","Elsholtzia","Elsholtzia ciliata",13,2008
"Lamiales","Lamiaceae","Mentha","Mentha alopecuroides",13,1965
"Lamiales","Lamiaceae","Mentha","Mentha gentilis",13,1939
"Lamiales","Lamiaceae","Scutellaria","Scutellaria integrifolia",13,1993
"Lamiales","Oleaceae","Fraxinus","Fraxinus nigra",13,1995
"Lamiales","Orobanchaceae","Conopholis","Conopholis americana",13,1998
"Lamiales","Scrophulariaceae","Scrophularia","Scrophularia lanceolata",13,2010
"Lamiales","Scrophulariaceae","Veronica","Veronica chamaedrys",13,1992
"Malpighiales","Salicaceae","Salix","Salix purpurea",13,1998
"Malpighiales","Violaceae","Viola","Viola arvensis",13,2011
"Malpighiales","Violaceae","Viola","Viola incognita",13,1968
"Malvales","Cistaceae","Hudsonia","Hudsonia tomentosa",13,1992
"Malvales","Malvaceae","Hibiscus","Hibiscus moscheutos",13,1998
"Malvales","Malvaceae","Hibiscus","Hibiscus trionum",13,1980
"Malvales","Malvaceae","Malva","Malva rotundifolia",13,1946
"Poales","Cyperaceae","Carex","Carex abscondita",13,1997
"Poales","Cyperaceae","Carex","Carex aquatilis",13,1995
"Poales","Cyperaceae","Carex","Carex gracilescens",13,2000
"Poales","Cyperaceae","Carex","Carex lasiocarpa",13,1998
"Poales","Cyperaceae","Carex","Carex typhina",13,2000
"Poales","Cyperaceae","Cyperus","Cyperus aristatus",13,1974
"Poales","Cyperaceae","Scirpus","Scirpus expansus",13,2007
"Poales","Cyperaceae","Scleria","Scleria triglomerata",13,1996
"Poales","Juncaceae","Juncus","Juncus nodosus",13,1998
"Poales","Poaceae","Agrostis","Agrostis gigantea",13,1998
"Poales","Poaceae","Aristida","Aristida oligantha",13,2006
"Poales","Poaceae","Dichanthelium","Dichanthelium lindheimeri",13,1930
"Poales","Poaceae","Festuca","Festuca nutans",13,1940
"Poales","Poaceae","Leptoloma","Leptoloma cognatum",13,2002
"Poales","Poaceae","Miscanthus","Miscanthus sinensis",13,2000
"Poales","Poaceae","Poa","Poa bulbosa",13,2006
"Poales","Poaceae","Setaria","Setaria geniculata",13,1998
"Poales","Poaceae","Setaria","Setaria italica",13,1999
"Poales","Poaceae","Setaria","Setaria verticillata",13,1940
"Poales","Poaceae","Sporobolus","Sporobolus clandestinus",13,1998
"Polypodiales","Polypodiaceae","Polypodium","Polypodium appalachianum",13,1997
"Rosales","Rhamnaceae","Rhamnus","Rhamnus frangula",13,1998
"Rosales","Rosaceae","Agrimonia","Agrimonia mollis",13,1944
"Rosales","Rosaceae","Aronia","Aronia floribunda",13,1982
"Rosales","Rosaceae","Prunus","Prunus nigra",13,1993
"Rosales","Rosaceae","Rosa","Rosa canina",13,2012
"Rosales","Rosaceae","Rubus","Rubus canadensis",13,1969
"Rosales","Rosaceae","Rubus","Rubus neglectus",13,2012
"Sapindales","Aceraceae","Acer","Acer nigrum",13,2003
"Saxifragales","Cercidiphyllaceae","Cercidiphyllum","Cercidiphyllum japonicum",13,2006
"","Polytrichaceae","Polytrichum","Polytrichum commune",12,2001
"Alismatales","Potamogetonaceae","Potamogeton","Potamogeton bupleuroides",12,1937
"Apiales","Apiaceae","Lilaeopsis","Lilaeopsis lineata",12,1941
"Asparagales","Orchidaceae","Coeloglossum","Coeloglossum viride",12,1953
"Asparagales","Orchidaceae","Spiranthes","Spiranthes lucida",12,1992
"Asterales","Asteraceae","Anthemis","Anthemis arvensis",12,1983
"Asterales","Asteraceae","Crepis","Crepis tectorum",12,2002
"Asterales","Asteraceae","Eupatorium","Eupatorium rugosum",12,1998
"Asterales","Asteraceae","Senecio","Senecio vulgaris",12,2000
"Asterales","Asteraceae","Solidago","Solidago graminifolia",12,1990
"Asterales","Asteraceae","Symphyotrichum","Symphyotrichum novae-angliae",12,1995
"Asterales","Asteraceae","Symphyotrichum","Symphyotrichum novi-belgii",12,1998
"Brassicales","Brassicaceae","Brassica","Brassica juncea",12,2005
"Brassicales","Brassicaceae","Rorippa","Rorippa islandica",12,1984
"Caryophyllales","Amaranthaceae","Chenopodium","Chenopodium glaucum",12,1998
"Caryophyllales","Caryophyllaceae","Honckenya","Honckenya peploides",12,1995
"Caryophyllales","Caryophyllaceae","Myosoton","Myosoton aquaticum",12,1983
"Caryophyllales","Caryophyllaceae","Spergula","Spergula arvensis",12,1990
"Caryophyllales","Caryophyllaceae","Spergularia","Spergularia canadensis",12,2011
"Caryophyllales","Polygonaceae","Fallopia","Fallopia dumetorum",12,1940
"Caryophyllales","Polygonaceae","Persicaria","Persicaria virginiana",12,1997
"Caryophyllales","Polygonaceae","Rumex","Rumex acetosa",12,1997
"Caryophyllales","Polygonaceae","Rumex","Rumex altissimus",12,2010
"Cornales","Cornaceae","Cornus","Cornus kousa",12,2009
"Cornales","Hydrangeaceae","Deutzia","Deutzia scabra",12,2008
"Dipsacales","Adoxaceae","Viburnum","Viburnum sieboldii",12,2006
"Equisetales","Equisetaceae","Equisetum","Equisetum pratense",12,2002
"Ericales","Polemoniaceae","Phlox","Phlox maculata",12,1936
"Fabales","Fabaceae","Lespedeza","Lespedeza repens",12,2003
"Fabales","Fabaceae","Trifolium","Trifolium aureum",12,2011
"Fabales","Fabaceae","Trifolium","Trifolium dubium",12,2003
"Fagales","Juglandaceae","Juglans","Juglans nigra",12,1995
"Fagales","Myricaceae","Morella","Morella pensylvanica",12,1990
"Lamiales","Lamiaceae","Lycopus","Lycopus amplectens",12,2006
"Lamiales","Lamiaceae","Lycopus","Lycopus sessilifolius",12,1933
"Lamiales","Lamiaceae","Pycnanthemum","Pycnanthemum tenuifolium",12,2008
"Lamiales","Plantaginaceae","Callitriche","Callitriche palustris",12,1983
"Lamiales","Plantaginaceae","Penstemon","Penstemon pallidus",12,2010
"Lamiales","Scrophulariaceae","Limosella","Limosella subulata",12,2000
"Lamiales","Verbenaceae","Verbena","Verbena angustifolia",12,1934
"Lycopodiales","Lycopodiaceae","Lycopodium","Lycopodium inundatum",12,1984
"Malpighiales","Hypericaceae","Hypericum","Hypericum prolificum",12,1997
"Malpighiales","Salicaceae","Salix","Salix babylonica",12,1991
"Malpighiales","Salicaceae","Salix","Salix fragilis",12,1945
"Malpighiales","Salicaceae","Salix","Salix pedicellaris",12,2000
"Malvales","Malvaceae","Tilia","Tilia cordata",12,1987
"Myrtales","Lythraceae","Lythrum","Lythrum alatum",12,1999
"Myrtales","Onagraceae","Epilobium","Epilobium densum",12,1946
"Myrtales","Onagraceae","Epilobium","Epilobium glandulosum",12,1990
"Oxalidales","Oxalidaceae","Oxalis","Oxalis corniculata",12,1998
"Poales","Cyperaceae","Carex","Carex amphibola",12,1999
"Poales","Cyperaceae","Carex","Carex leptonervia",12,1994
"Poales","Cyperaceae","Carex","Carex longirostris",12,1939
"Poales","Cyperaceae","Carex","Carex striatula",12,2001
"Poales","Cyperaceae","Cyperus","Cyperus grayi",12,1993
"Poales","Cyperaceae","Eleocharis","Eleocharis quadrangulata",12,2006
"Poales","Poaceae","Glyceria","Glyceria septentrionalis",12,1993
"Poales","Poaceae","Poa","Poa debilis",12,1930
"Rosales","Rosaceae","Prunus","Prunus cerasus",12,1937
"Rosales","Rosaceae","Prunus","Prunus domestica",12,2000
"Rosales","Rosaceae","Rubus","Rubus recurvicaulis",12,1995
"Rosales","Rosaceae","Sibbaldiopsis","Sibbaldiopsis tridentata",12,1997
"Rosales","Rosaceae","Sorbus","Sorbus aucuparia",12,2005
"Santalales","Santalaceae","Arceuthobium","Arceuthobium pusillum",12,1996
"Saxifragales","Altingiaceae","Liquidambar","Liquidambar styraciflua",12,2011
"","Aulacomniaceae","Aulacomnium","Aulacomnium palustre",11,2002
"","Orthotrichaceae","Ulota","Ulota hutchinsiae",11,2004
"Alismatales","Potamogetonaceae","Potamogeton","Potamogeton americanus",11,1997
"Alismatales","Potamogetonaceae","Potamogeton","Potamogeton lateralis",11,1935
"Alismatales","Potamogetonaceae","Potamogeton","Potamogeton lucens",11,1933
"Apiales","Apiaceae","Conioselinum","Conioselinum chinense",11,2014
"Asparagales","Orchidaceae","Malaxis","Malaxis unifolia",11,1996
"Asterales","Asteraceae","Aster","Aster radula",11,1998
"Asterales","Asteraceae","Bidens","Bidens vulgata",11,1930
"Asterales","Asteraceae","Petasites","Petasites palmatus",11,1991
"Asterales","Asteraceae","Sonchus","Sonchus asper",11,1998
"Brassicales","Brassicaceae","Lepidium","Lepidium apetalum",11,1938
"Brassicales","Limnanthaceae","Floerkea","Floerkea proserpinacoides",11,2005
"Caryophyllales","Caryophyllaceae","Cerastium","Cerastium nutans",11,2002
"Caryophyllales","Caryophyllaceae","Silene","Silene dichotoma",11,1929
"Caryophyllales","Caryophyllaceae","Silene","Silene vulgaris",11,1998
"Cupressales","Cupressaceae","Juniperus","Juniperus horizontalis",11,1980
"Cupressales","Taxodiaceae","Cryptomeria","Cryptomeria japonica",11,1997
"Dipsacales","Caprifoliaceae","Linnaea","Linnaea borealis",11,1997
