"order","family","genus","scientificName","specimens","lastcollected"
"Isoetales","Isoetaceae","Isoetes","Isoetes lacustris",2,1887
"Lamiales","Acanthaceae","Thunbergia","Thunbergia erecta",2,1997
"Lamiales","Bignoniaceae","Podranea","Podranea ricasoliana",2,2005
"Lamiales","Lamiaceae","Agastache","Agastache foeniculum",2,2003
"Lamiales","Lamiaceae","Clinopodium","Clinopodium vulgare",2,1997
"Lamiales","Lamiaceae","Mentha","Mentha sativa",2,1899
"Lamiales","Lamiaceae","Monarda","Monarda media",2,1948
"Lamiales","Lamiaceae","Monarda","Monarda mollis",2,1916
"Lamiales","Lamiaceae","Nepeta","Nepeta mussinii",2,1932
"Lamiales","Lamiaceae","Rosmarinus","Rosmarinus officinalis",2,1981
"Lamiales","Lamiaceae","Salvia","Salvia farinacea",2,1932
"Lamiales","Lamiaceae","Salvia","Salvia lyrata",2,1904
"Lamiales","Lamiaceae","Salvia","Salvia pratensis",2,1938
"Lamiales","Lamiaceae","Salvia","Salvia splendens",2,1910
"Lamiales","Lamiaceae","Scutellaria","Scutellaria leonardii",2,2000
"Lamiales","Lamiaceae","Stachys","Stachys tenuifolia",2,2000
"Lamiales","Lamiaceae","Teucrium","Teucrium occidentale",2,1930
"Lamiales","Lamiaceae","Thymus","Thymus pulegioides",2,1990
"Lamiales","Lamiaceae","Thymus","Thymus vulgaris",2,1994
"Lamiales","Lentibulariaceae","Utricularia","Utricularia biflora",2,1930
"Lamiales","Lentibulariaceae","Utricularia","Utricularia clandestina",2,1917
"Lamiales","Oleaceae","Forsythia","Forsythia intermedia",2,2003
"Lamiales","Oleaceae","Ligustrum","Ligustrum sinense",2,2002
"Lamiales","Oleaceae","Syringa","Syringa japonica",2,1960
"Lamiales","Orobanchaceae","Agalinis","Agalinis skinneriana",2,1897
"Lamiales","Orobanchaceae","Gerardia","Gerardia maritima",2,1975
"Lamiales","Orobanchaceae","Schwalbea","Schwalbea americana",2,1913
"Lamiales","Phrymaceae","Mimulus","Mimulus luteus",2,1903
"Lamiales","Plantaginaceae","Callitriche","Callitriche deflexa",2,1906
"Lamiales","Plantaginaceae","Penstemon","Penstemon barbatus",2,1938
"Lamiales","Plantaginaceae","Plantago","Plantago indica",2,1959
"Lamiales","Plantaginaceae","Veronica","Veronica officinalis",2,2014
"Lamiales","Scrophulariaceae","Digitalis","Digitalis lanata",2,1996
"Lamiales","Scrophulariaceae","Mimulus","Mimulus alatus",2,2005
"Lamiales","Scrophulariaceae","Veronica","Veronica agrestis",2,1977
"Lamiales","Scrophulariaceae","Veronica","Veronica filiformis",2,1952
"Lamiales","Scrophulariaceae","Veronica","Veronica peregrina ssp. xalapensis",2,2006
"Lamiales","Verbenaceae","Clerodendrum","Clerodendrum bungei",2,1968
"Lamiales","Verbenaceae","Verbena","Verbena bracteata",2,1946
"Laminariales","Chordaceae","Chorda","Chorda filum",2,1957
"Laurales","Calycanthaceae","Calycanthus","Calycanthus fertilis",2,1978
"Laurales","Lauraceae","Cinnamomum","Cinnamomum camphora",2,2005
"Liliales","Liliaceae","Lilium","Lilium lancifolium",2,2013
"Liliales","Liliaceae","Oakesia","Oakesia sessilifolia",2,1928
"Magnoliales","Annonaceae","Asimina","Asimina triloba",2,1976
"Malpighiales","Euphorbiaceae","Acalypha","Acalypha digyneia",2,1939
"Malpighiales","Euphorbiaceae","Chamaesyce","Chamaesyce glyptosperma",2,1903
"Malpighiales","Euphorbiaceae","Chamaesyce","Chamaesyce nutans",2,1992
"Malpighiales","Euphorbiaceae","Chamaesyce","Chamaesyce vermiculata",2,1987
"Malpighiales","Euphorbiaceae","Euphorbia","Euphorbia peplus",2,1982
"Malpighiales","Euphorbiaceae","Euphorbia","Euphorbia polygonifolia",2,1981
"Malpighiales","Euphorbiaceae","Euphorbia","Euphorbia supina",2,1983
"Malpighiales","Euphorbiaceae","Euphorbia","Euphorbia vermiculata",2,2001
"Malpighiales","Hypericaceae","Hypericum","Hypericum aureum",2,1935
"Malpighiales","Hypericaceae","Hypericum","Hypericum denticulatum",2,1974
"Malpighiales","Hypericaceae","Hypericum","Hypericum nudicaule",2,1893
"Malpighiales","Hypericaceae","Hypericum","Hypericum spathulatum",2,1988
"Malpighiales","Linaceae","Reinwardtia","Reinwardtia indica",2,1997
"Malpighiales","Salicaceae","Populus","Populus nigra var. italica",2,1983
"Malpighiales","Salicaceae","Salix","Salix gracilis",2,1987
"Malpighiales","Salicaceae","Salix","Salix myrtilloides",2,1906
"Malpighiales","Salicaceae","Salix","Salix occidentalis",2,1996
"Malpighiales","Violaceae","Viola","Viola adunca",2,1992
"Malpighiales","Violaceae","Viola","Viola insolita",2,1942
"Malvales","Bixaceae","Bixa","Bixa orellana",2,2005
"Malvales","Cistaceae","Crocanthemum","Crocanthemum bicknellii",2,2011
"Malvales","Cistaceae","Crocanthemum","Crocanthemum propinquum",2,1931
"Malvales","Cistaceae","Helianthemum","Helianthemum dumosum",2,1990
"Malvales","Cistaceae","Lechea","Lechea pulchella",2,1994
"Malvales","Malvaceae","Lavatera","Lavatera trimestris",2,1917
"Malvales","Malvaceae","Sida","Sida spinosa",2,1932
"Myrtales","Myrtaceae","Acca","Acca sellowiana",2,2004
"Myrtales","Onagraceae","Clarkia","Clarkia elegans",2,1968
"Myrtales","Onagraceae","Clarkia","Clarkia pulchella",2,1915
"Myrtales","Onagraceae","Oenothera","Oenothera cruciata",2,1937
"Myrtales","Onagraceae","Oenothera","Oenothera muricata",2,1930
"Myrtales","Onagraceae","Oenothera","Oenothera pratensis",2,1915
"Myrtales","Onagraceae","Oenothera","Oenothera riparia",2,1891
"Nymphaeales","Nymphaeaceae","Nymphaea","Nymphaea tuberosa",2,1936
"Oxalidales","Oxalidaceae","Oxalis","Oxalis melanosticta",2,1970
"Palmariales","Palmariaceae","Palmaria","Palmaria palmata",2,1958
"Pandanales","Pandanaceae","Freycinetia","Freycinetia multiflora",2,1969
"Pinales","Pinaceae","Cedrus","Cedrus deodara",2,1978
"Pinales","Pinaceae","Picea","Picea orientalis",2,1979
"Pinales","Pinaceae","Pinus","Pinus mugo",2,1979
"Pinales","Pinaceae","Pinus","Pinus pumila",2,1980
"Pinales","Pinaceae","Tsuga","Tsuga diversifolia",2,1980
"Piperales","Aristolochiaceae","Aristolochia","Aristolochia durior",2,1928
"Poales","Cyperaceae","Carex","Carex acutiformis",2,1938
"Poales","Cyperaceae","Carex","Carex alopecoidea",2,1985
"Poales","Cyperaceae","Carex","Carex complanata",2,2005
"Poales","Cyperaceae","Carex","Carex copulata",2,1936
"Poales","Cyperaceae","Carex","Carex debilis var. interjecta",2,1931
"Poales","Cyperaceae","Carex","Carex glaucodea",2,1903
"Poales","Cyperaceae","Carex","Carex leavenworthii",2,1928
"Poales","Cyperaceae","Carex","Carex magellanica",2,1904
"Poales","Cyperaceae","Carex","Carex muricata",2,1936
"Poales","Cyperaceae","Carex","Carex plana",2,1930
"Poales","Cyperaceae","Carex","Carex richii",2,1918
"Poales","Cyperaceae","Carex","Carex suberecta",2,1990
"Poales","Cyperaceae","Carex","Carex xanthocarpa",2,1903
"Poales","Cyperaceae","Cyperus","Cyperus bipartitus",2,2003
"Poales","Cyperaceae","Cyperus","Cyperus odoratus",2,1930
"Poales","Cyperaceae","Cyperus","Cyperus speciosus",2,1902
"Poales","Cyperaceae","Eleocharis","Eleocharis fallax",2,1992
"Poales","Cyperaceae","Eleocharis","Eleocharis interstincta",2,1919
"Poales","Cyperaceae","Eleocharis","Eleocharis tricostata",2,1974
"Poales","Cyperaceae","Rhynchospora","Rhynchospora scirpoides",2,1991
"Poales","Cyperaceae","Scirpus","Scirpus acutus",2,1931
"Poales","Cyperaceae","Scirpus","Scirpus longii",2,1915
"Poales","Cyperaceae","Scirpus","Scirpus maritimus",2,1998
"Poales","Cyperaceae","Scirpus","Scirpus olneyi",2,1981
"Poales","Cyperaceae","Scirpus","Scirpus smithii",2,2002
"Poales","Cyperaceae","Scleria","Scleria reticularis",2,1985
"Poales","Cyperaceae","Stenophyllus","Stenophyllus capillaris",2,1932
"Poales","Cyperaceae","Trichophorum","Trichophorum planifolium",2,1997
"Poales","Juncaceae","Juncus","Juncus brachycarpus",2,1996
"Poales","Juncaceae","Luzula","Luzula luzuloides",2,1963
"Poales","Poaceae","Agrostis","Agrostis palustris",2,1940
"Poales","Poaceae","Agrostis","Agrostis sylvatica",2,1931
"Poales","Poaceae","Agrostis","Agrostis verticillata",2,1936
"Poales","Poaceae","Ammophila","Ammophila arenaria",2,1903
"Poales","Poaceae","Arthraxon","Arthraxon hispidus",2,1999
"Poales","Poaceae","Avenella","Avenella flexuosa",2,1903
"Poales","Poaceae","Bromus","Bromus brizaeformis",2,1933
"Poales","Poaceae","Bromus","Bromus dudleyi",2,1984
"Poales","Poaceae","Bromus","Bromus sterilis",2,2002
"Poales","Poaceae","Calamagrostis","Calamagrostis arundinacea",2,1932
"Poales","Poaceae","Calamagrostis","Calamagrostis stricta",2,2007
"Poales","Poaceae","Cenchrus","Cenchrus carolinianus",2,1931
"Poales","Poaceae","Chloris","Chloris verticillata",2,1934
"Poales","Poaceae","Dichanthelium","Dichanthelium subvillosum",2,1930
"Poales","Poaceae","Dichanthelium","Dichanthelium xanthophysum",2,1957
"Poales","Poaceae","Elymus","Elymus robustus",2,1931
"Poales","Poaceae","Eragrostis","Eragrostis multicaulis",2,1939
"Poales","Poaceae","Hordeum","Hordeum vulgare",2,1949
"Poales","Poaceae","Muhlenbergia","Muhlenbergia foliosa",2,1962
"Poales","Poaceae","Panicularia","Panicularia grandis",2,1929
"Poales","Poaceae","Panicum","Panicum scribnerianum",2,1926
"Poales","Poaceae","Paspalum","Paspalum circulare",2,1903
"Poales","Poaceae","Paspalum","Paspalum plenipilum",2,1910
"Poales","Poaceae","Phyllostachys","Phyllostachys nigra",2,2003
"Poales","Poaceae","Puccinellia","Puccinellia borreri",2,1897
"Poales","Poaceae","Sorghum","Sorghum vulgare",2,1915
"Poales","Poaceae","Sporobolus","Sporobolus longifolius",2,1906
"Polypodiales","Dryopteridaceae","Matteuccia","Matteuccia struthiopteris",2,2011
"Polypodiales","Pteridaceae","Cheilanthes","Cheilanthes lanosa",2,1991
"Polypodiales","Thelypteridaceae","Thelypteris","Thelypteris phegopteris",2,1998
"Ranunculales","Papaveraceae","Corydalis","Corydalis bulbosa",2,1996
"Ranunculales","Ranunculaceae","Clematis","Clematis viticella",2,1934
"Ranunculales","Ranunculaceae","Helleborus","Helleborus viridis",2,1939
"Ranunculales","Ranunculaceae","Ranunculus","Ranunculus multifidus",2,1898
"Ranunculales","Ranunculaceae","Thalictrum","Thalictrum dasycarpum",2,1928
"Rhodymeniales","Lomentariaceae","Lomentaria","Lomentaria baileyana",2,1967
"Rosales","Rhamnaceae","Hovenia","Hovenia dulcis",2,1978
"Rosales","Rosaceae","Agrimonia","Agrimonia bicknellii",2,1931
"Rosales","Rosaceae","Agrimonia","Agrimonia brittoniana",2,1936
"Rosales","Rosaceae","Amelanchier","Amelanchier amabilis",2,1936
"Rosales","Rosaceae","Amelanchier","Amelanchier botryapium",2,1906
"Rosales","Rosaceae","Comarum","Comarum palustre",2,1946
"Rosales","Rosaceae","Cotoneaster","Cotoneaster divaricatus",2,1962
"Rosales","Rosaceae","Cotoneaster","Cotoneaster foveolatus",2,1937
"Rosales","Rosaceae","Crataegus","Crataegus bissellii",2,1904
"Rosales","Rosaceae","Crataegus","Crataegus brainerdii",2,1998
"Rosales","Rosaceae","Crataegus","Crataegus chrysocarpa",2,1965
"Rosales","Rosaceae","Crataegus","Crataegus dissimilis",2,1903
"Rosales","Rosaceae","Crataegus","Crataegus dissona",2,1904
"Rosales","Rosaceae","Crataegus","Crataegus ferentaria",2,1903
"Rosales","Rosaceae","Crataegus","Crataegus forbesae",2,1908
"Rosales","Rosaceae","Crataegus","Crataegus fretalis",2,1901
"Rosales","Rosaceae","Crataegus","Crataegus glaucophylla",2,1904
"Rosales","Rosaceae","Crataegus","Crataegus intricata",2,1903
"Rosales","Rosaceae","Crataegus","Crataegus matura",2,1904
"Rosales","Rosaceae","Crataegus","Crataegus pentandra",2,1904
"Rosales","Rosaceae","Crataegus","Crataegus polita",2,1904
"Rosales","Rosaceae","Cydonia","Cydonia vulgaris",2,1933
"Rosales","Rosaceae","Eriobotrya","Eriobotrya japonica",2,2005
"Rosales","Rosaceae","Fragaria","Fragaria grandiflora",2,1901
"Rosales","Rosaceae","Geum","Geum aleppicum",2,1975
"Rosales","Rosaceae","Geum","Geum radiatum",2,1936
"Rosales","Rosaceae","Malus","Malus pumila",2,2011
"Rosales","Rosaceae","Potentilla","Potentilla egedii",2,1972
"Rosales","Rosaceae","Potentilla","Potentilla pacifica",2,1939
"Rosales","Rosaceae","Potentilla","Potentilla reptans",2,1932
"Rosales","Rosaceae","Prunus","Prunus armeniaca",2,1983
"Rosales","Rosaceae","Prunus","Prunus persica",2,1938
"Rosales","Rosaceae","Prunus","Prunus serrulata",2,1984
"Rosales","Rosaceae","Prunus","Prunus subhirtella",2,1987
"Rosales","Rosaceae","Rubus","Rubus pensilvanicus",2,1995
"Rosales","Rosaceae","Stephanandra","Stephanandra incisa",2,2002
"Rosales","Ulmaceae","Ulmus","Ulmus glabra",2,1969
"Rosales","Ulmaceae","Ulmus","Ulmus racemosa",2,1904
"Rosales","Urticaceae","Urtica","Urtica cylindrica",2,1907
"Sapindales","Aceraceae","Acer","Acer campestre",2,1991
"Sapindales","Aceraceae","Acer","Acer dasycarpum",2,1901
"Sapindales","Anacardiaceae","Rhus","Rhus canadensis",2,1939
"Sapindales","Anacardiaceae","Rhus","Rhus hirta",2,1904
"Sapindales","Anacardiaceae","Rhus","Rhus vernix",2,1975
"Sapindales","Hippocastanaceae","Aesculus","Aesculus glabra",2,1988
"Sapindales","Hippocastanaceae","Aesculus","Aesculus parviflora",2,2001
"Sapindales","Rutaceae","Citrus","Citrus medica",2,2005
"Sapindales","Rutaceae","Murraya","Murraya paniculata",2,2005
"Saxifragales","Crassulaceae","Hylotelephium","Hylotelephium telephium",2,1933
"Saxifragales","Crassulaceae","Kalanchoe","Kalanchoe pinnata",2,1970
"Saxifragales","Crassulaceae","Sedum","Sedum kamtschaticum",2,1937
"Saxifragales","Crassulaceae","Sedum","Sedum reflexum",2,1945
"Saxifragales","Crassulaceae","Sedum","Sedum rupestre",2,1942
"Saxifragales","Crassulaceae","Sedum","Sedum sarmentosum",2,2006
"Saxifragales","Grossulariaceae","Ribes","Ribes gracile",2,1907
"Saxifragales","Grossulariaceae","Ribes","Ribes nigrum",2,1912
"Saxifragales","Grossulariaceae","Ribes","Ribes odoratum",2,2001
"Saxifragales","Haloragaceae","Myriophyllum","Myriophyllum farwellii",2,1974
"Saxifragales","Haloragaceae","Myriophyllum","Myriophyllum pinnatum",2,1998
"Saxifragales","Hamamelidaceae","Fothergilla","Fothergilla major",2,2003
"Saxifragales","Hamamelidaceae","Hamamelis","Hamamelis vernalis",2,1979
"Solanales","Convolvulaceae","Cuscuta","Cuscuta arvensis",2,1928
"Solanales","Convolvulaceae","Cuscuta","Cuscuta cephalanthi",2,1998
"Solanales","Convolvulaceae","Cuscuta","Cuscuta coryli",2,2004
"Solanales","Convolvulaceae","Cuscuta","Cuscuta epithymum",2,1899
"Solanales","Convolvulaceae","Ipomoea","Ipomoea pandurata",2,1978
"Solanales","Solanaceae","Capsicum","Capsicum annuum",2,1917
"Solanales","Solanaceae","Datura","Datura meteloides",2,1990
"Solanales","Solanaceae","Jaltomata","Jaltomata procumbens",2,NA
"Solanales","Solanaceae","Lycopersicon","Lycopersicon esculentum",2,1994
"Solanales","Solanaceae","Nicotiana","Nicotiana alata",2,1895
"Solanales","Solanaceae","Nicotiana","Nicotiana sylvestris",2,1970
"Solanales","Solanaceae","Nierembergia","Nierembergia frutescens",2,1939
"Solanales","Solanaceae","Salpiglossis","Salpiglossis sinuata",2,1969
"Solanales","Solanaceae","Solanum","Solanum campylacanthum",2,2003
"Solanales","Solanaceae","Solanum","Solanum cochoae",2,1993
"Solanales","Solanaceae","Solanum","Solanum linnaeanum",2,2003
"Ulotrichales","Ulotrichaceae","Ulothrix","Ulothrix flacca",2,1890
"Ulvales","Ulvaceae","Ulva","Ulva clathrata",2,1957
"Vitales","Vitaceae","Ampelopsis","Ampelopsis aconitifolia",2,1939
"Zingiberales","Marantaceae","Thalia","Thalia geniculata",2,1967
"","Acrosiphoniaceae","Acrosiphonia","Acrosiphonia arcta",1,1894
"","Amblystegiaceae","Amblystegium","Amblystegium serpens",1,2001
"","Amblystegiaceae","Hygroamblystegium","Hygroamblystegium fluviatile",1,2000
"","Amblystegiaceae","Leptodictyum","Leptodictyum riparium",1,1989
"","Andreaeaceae","Andreaea","Andreaea rupestris",1,1951
"","Anomodontaceae","Anomodon","Anomodon attenuatus",1,2001
"","Anomodontaceae","Anomodon","Anomodon rostratus",1,2002
"","Anthocerotaceae","Anthoceros","Anthoceros punctatus",1,1950
"","Aulacomniaceae","Aulacomnium","Aulacomnium turgidum",1,2001
"","Aytoniaceae","Asterella","Asterella tenella",1,2002
"","Aytoniaceae","Mannia","Mannia fragrans",1,1959
"","Blasiaceae","Blasia","Blasia pusilla",1,1961
"","Brachytheciaceae","Brachythecium","Brachythecium acuminatum",1,2000
"","Brachytheciaceae","Brachythecium","Brachythecium campestre",1,1959
"","Brachytheciaceae","Brachythecium","Brachythecium digastrum",1,2001
"","Brachytheciaceae","Brachythecium","Brachythecium erythrorrhizon",1,2004
"","Brachytheciaceae","Brachythecium","Brachythecium plumosum",1,1951
"","Brachytheciaceae","Brachythecium","Brachythecium turgidum",1,2001
"","Brachytheciaceae","Brachythecium","Brachythecium velutinum",1,1993
"","Brachytheciaceae","Bryhnia","Bryhnia graminicolor",1,2002
"","Brachytheciaceae","Cirriphyllum","Cirriphyllum piliferum",1,1987
"","Brachytheciaceae","Platyhypnidium","Platyhypnidium riparioides",1,2000
"","Bruchiaceae","Bruchia","Bruchia flexuosa",1,2005
"","Bruchiaceae","Trematodon","Trematodon ambiguus",1,2005
"","Bryaceae","Bryum","Bryum pseudotriquetrum",1,2005
"","Buddlejaceae","Buddleja","Buddleja officinalis",1,1969
"","Calypogeiaceae","Calypogeia","Calypogeia sphagnicola",1,1991
"","Calypogeiaceae","Calypogeia","Calypogeia trichomanis",1,1959
"","Campyliaceae","Drepanocladus","Drepanocladus capillifolius",1,1959
"","Capparidaceae","Cleome","Cleome hassleriana",1,2000
"","Cephaloziaceae","Cephalozia","Cephalozia bicuspidata",1,NA
"","Cephaloziaceae","Cephalozia","Cephalozia connivens",1,2005
"","Cephaloziaceae","Cladopodiella","Cladopodiella francisci",1,2002
"","Cephaloziellaceae","Cephaloziella","Cephaloziella byssacea",1,1958
"","Corylaceae","Betula","Betula lenta",1,2014
"","Cyanastraceae","Cyanastrum","Cyanastrum cordifolium",1,NA
"","Dicranaceae","Dicranoweisia","Dicranoweisia crispula",1,2000
"","Dicranaceae","Dicranum","Dicranum fuscescens",1,1991
"","Dictyosiphonaceae","Dictyosiphon","Dictyosiphon foeniculaceus",1,1891
"","Encalyptaceae","Encalypta","Encalypta procera",1,2002
"","Encalyptaceae","Encalypta","Encalypta streptocarpa",1,1959
"","Fissidentaceae","Fissidens","Fissidens bushii",1,1976
"","Fissidentaceae","Fissidens","Fissidens osmundoides",1,1930
"","Fontinalaceae","Dichelyma","Dichelyma capillaceum",1,2000
"","Fontinalaceae","Fontinalis","Fontinalis disticha",1,1993
"","Fontinalaceae","Fontinalis","Fontinalis gigantea",1,1929
"","Fontinalaceae","Fontinalis","Fontinalis hypnoides",1,2001
"","Frullaniaceae","Frullania","Frullania asagrayana",1,1991
"","Frullaniaceae","Frullania","Frullania plana",1,2002
"","Grimmiaceae","Schistidium","Schistidium rivulare",1,2000
"","Hedwigiaceae","Hedwigia","Hedwigia ciliata",1,2004
"","Hostaceae","Hosta","Hosta ventricosa",1,1976
"","Hyacinthaceae","Hyacinthoides","Hyacinthoides non-scripta",1,1933
"","Hyacinthaceae","Scilla","Scilla bifolia",1,1933
"","Hyacinthaceae","Scilla","Scilla siberica",1,1933
"","Hypnaceae","Calliergonella","Calliergonella cuspidata",1,1991
"","Hypnaceae","Hypnum","Hypnum curvifolium",1,2000
"","Laminariaceae","Agarum","Agarum clathratum",1,1968
"","Leskeaceae","Leskea","Leskea obscura",1,1989
"","Leskeaceae","Leskea","Leskea polycarpa",1,1962
"","Meesiaceae","Leptobryum","Leptobryum pyriforme",1,1959
"","Mniaceae","Mnium","Mnium punctatum",1,1961
"","Mniaceae","Pohlia","Pohlia annotina",1,2002
"","Mniaceae","Rhizomnium","Rhizomnium appalachianum",1,2002
"","Orthotrichaceae","Orthotrichum","Orthotrichum strangulatum",1,2001
"","Polytrichaceae","Atrichum","Atrichum tenellum",1,2001
"","Polytrichaceae","Polytrichum","Polytrichum formosum",1,2000
"","Pottiaceae","Barbula","Barbula unguiculata",1,2000
"","Pottiaceae","Weissia","Weissia controversa",1,2004
"","Ptychomitriaceae","Ptychomitrium","Ptychomitrium incurvum",1,2005
"","Pylaisiadelphaceae","Platygyrium","Platygyrium repens",1,2001
"","Rivulariaceae","Calothrix","Calothrix confervicola",1,1892
"","Ruscaceae","Liriope","Liriope muscari",1,1979
"","Ruscaceae","Maianthemum","Maianthemum stellatum",1,1893
"","Ruscaceae","Polygonatum","Polygonatum multiflorum",1,1907
"","Ruscaceae","Ruscus","Ruscus aculeatus",1,1969
"","Ruscaceae","Sansevieria","Sansevieria trifasciata",1,2005
"","Ruscaceae","Streptopus","Streptopus roseus",1,1998
"","Sphagnaceae","Sphagnum","Sphagnum cyclophyllum",1,1996
"","Thuidiaceae","Abietinella","Abietinella abietina",1,1978
"","Thuidiaceae","Anomodon","Anomodon minor",1,1983
"","Thuidiaceae","Thuidium","Thuidium scitum",1,1959
"","Umbilicariaceae","Lasallia","Lasallia pustulata",1,1965
"","Umbilicariaceae","Umbilicaria","Umbilicaria mammulata",1,2002
"Alismatales","Alismataceae","Alisma","Alisma gramineum",1,1966
"Alismatales","Alismataceae","Sagittaria","Sagittaria lancifolia",1,2005
"Alismatales","Alismataceae","Sagittaria","Sagittaria teres",1,1973
"Alismatales","Araceae","Arum","Arum maculatum",1,1958
"Alismatales","Araceae","Pinellia","Pinellia ternata",1,1998
"Alismatales","Araceae","Potamogeton","Potamogeton gramineus",1,2007
"Alismatales","Hydrocharitaceae","Anacharis","Anacharis occidentalis",1,1941
"Alismatales","Hydrocharitaceae","Limnobium","Limnobium spongia",1,1998
"Alismatales","Lemnaceae","Lemna","Lemna perpusilla",1,1951
"Alismatales","Limnocharitaceae","Hydrocleys","Hydrocleys nymphoides",1,2002
"Alismatales","Potamogetonaceae","Potamogeton","Potamogeton pauciflorus",1,1900
"Alismatales","Potamogetonaceae","Potamogeton","Potamogeton pusillus var. pusillus",1,NA
"Alismatales","Potamogetonaceae","Potamogeton","Potamogeton zizii",1,1905
"Apiales","Apiaceae","Apium","Apium graveolens",1,1909
"Apiales","Apiaceae","Bupleurum","Bupleurum rotundifolium",1,1931
"Apiales","Apiaceae","Eryngium","Eryngium amethystinum",1,1982
"Apiales","Apiaceae","Osmorhiza","Osmorhiza brevipes",1,1898
"Apiales","Apiaceae","Osmorhiza","Osmorhiza longistylus",1,1920
"Apiales","Apiaceae","Thaspium","Thaspium barbinode",1,1977
"Apiales","Apiaceae","Thaspium","Thaspium trifoliatum",1,1979
"Apiales","Araliaceae","Aralia","Aralia trifolia",1,1905
"Apiales","Pittosporaceae","Pittosporum","Pittosporum eugenioides",1,1968
"Apiales","Pittosporaceae","Pittosporum","Pittosporum rhombifolium",1,1969
"Apiales","Pittosporaceae","Pittosporum","Pittosporum tobira",1,1981
"Aquifoliales","Aquifoliaceae","Ilex","Ilex pedunculosa",1,1968
"Araucariales","Araucariaceae","Araucaria","Araucaria bidwillii",1,1967
"Araucariales","Araucariaceae","Araucaria","Araucaria excelsa",1,1967
"Asparagales","Aloeaceae","Gasteria","Gasteria maculata",1,1985
"Asparagales","Amaryllidaceae","Galanthus","Galanthus nivalis",1,1981
"Asparagales","Amaryllidaceae","Narcissus","Narcissus barrii",1,1943
"Asparagales","Amaryllidaceae","Narcissus","Narcissus pseudonarcissus",1,1896
"Asparagales","Asparagaceae","Asparagus","Asparagus sprengeri",1,1970
"Asparagales","Iridaceae","Crocus","Crocus sativus",1,1932
"Asparagales","Iridaceae","Iris","Iris pallida",1,1934
"Asparagales","Iridaceae","Iris","Iris setosa",1,1934
"Asparagales","Iridaceae","Iris","Iris sibirica",1,1998
"Asparagales","Iridaceae","Iris","Iris spuria",1,1934
"Asparagales","Iridaceae","Iris","Iris xiphium",1,1934
"Asparagales","Iridaceae","Sisyrinchium","Sisyrinchium albidum",1,1993
"Asparagales","Iridaceae","Sisyrinchium","Sisyrinchium californicum",1,NA
"Asparagales","Iridaceae","Sisyrinchium","Sisyrinchium fuscatum",1,2010
"Asparagales","Orchidaceae","Broughtonia","Broughtonia sanguinea",1,1985
"Asparagales","Orchidaceae","Coeloglossum","Coeloglossum bracteatum",1,1938
"Asparagales","Orchidaceae","Corallorhiza","Corallorhiza innata",1,1901
"Asparagales","Orchidaceae","Cypripedium","Cypripedium arietinum",1,1895
"Asparagales","Orchidaceae","Cypripedium","Cypripedium calceolus",1,1982
"Asparagales","Orchidaceae","Epidendrum","Epidendrum nocturnum",1,1942
"Asparagales","Orchidaceae","Habenaria","Habenaria bracteata",1,1904
"Asparagales","Orchidaceae","Listera","Listera cordata",1,1887
"Asparagales","Orchidaceae","Ludisia","Ludisia discolor",1,1981
"Asparagales","Orchidaceae","Maxillaria","Maxillaria variabilis",1,1984
"Asparagales","Orchidaceae","Oncidium","Oncidium tetrapetalum",1,1981
"Asparagales","Orchidaceae","Paphiopedilum","Paphiopedilum insigne",1,1983
"Asparagales","Orchidaceae","Peramium","Peramium ophioides",1,1938
"Asparagales","Orchidaceae","Physosiphon","Physosiphon tubatus",1,1982
"Asparagales","Orchidaceae","Platanthera","Platanthera cristata",1,1906
"Asparagales","Orchidaceae","Platanthera","Platanthera dilatata",1,1887
"Asparagales","Orchidaceae","Platanthera","Platanthera fimbriata",1,1903
"Asparagales","Orchidaceae","Platanthera","Platanthera macrophylla",1,1916
"Asparagales","Orchidaceae","Platanthera","Platanthera obtusata",1,1895
"Asparagales","Orchidaceae","Pleurothallis","Pleurothallis tribuloides",1,1984
"Asparagales","Orchidaceae","Spiranthes","Spiranthes beckii",1,1942
"Asparagales","Orchidaceae","Spiranthes","Spiranthes ovalis",1,1983
"Asparagales","Orchidaceae","Spiranthes","Spiranthes simplex",1,1900
"Asparagales","Orchidaceae","Vanilla","Vanilla planifolia",1,2010
"Asterales","Asteraceae","Ambrosia","Ambrosia bidentata",1,1908
"Asterales","Asteraceae","Antennaria","Antennaria dioica",1,NA
"Asterales","Asteraceae","Antennaria","Antennaria plantaginifolia var. parlinii",1,1997
"Asterales","Asteraceae","Artemisia","Artemisia filifolia",1,1908
"Asterales","Asteraceae","Aster","Aster concolor",1,1956
"Asterales","Asteraceae","Aster","Aster diffusus",1,1978
"Asterales","Asteraceae","Aster","Aster grandiflorus",1,1932
"Asterales","Asteraceae","Aster","Aster laevis",1,1998
"Asterales","Asteraceae","Aster","Aster lanceolatus var. simplex",1,1928
"Asterales","Asteraceae","Aster","Aster paniculatus",1,1908
"Asterales","Asteraceae","Aster","Aster pubentior",1,1997
"Asterales","Asteraceae","Aster","Aster sagittifolius",1,1990
"Asterales","Asteraceae","Aster","Aster simmondsii",1,1957
"Asterales","Asteraceae","Bidens","Bidens heterodoxa",1,1991
"Asterales","Asteraceae","Bidens","Bidens leucantha",1,1908
